,country,country_code,date_added,has_expired,job_board,job_description,job_title,job_type,location,organization,page_url,salary,sector,uniq_id,state
12350,United States of America,US,,No,jobs.monster.com,"principle solutions group job application for netezza database administrator | monster.com var mons_log_vars = {""jobid"":","principle solutions group job application for netezza database administrator | monster.com var mons_log_vars = {""jobid"":","Full Time, Employee","Netezza Database Administrator Location: Cincinnati, OHDuration: 12Mos +Hire Method: SkypeRate: 60.00-65.00/hr C2C or W2 (Health, Dental, Vision, 401k Benefits) Principle Solutions Group is searching for a Netezza DBA in Cincinnati, OH to help with the design, development, installation and performance of our Netezza appliances. Ideal candidates will have experience with Multi-Rack Netezza Administration.   The successful candidate will be part of a team responsible for all appliance support, monitoring, performance, and documentation of all Netezza databases. Data management tasks including:  User/Group/Permissions maintenance; Work Load Management; Database/Schema/Table design and maintenance; monitoring and performance; installs and upgrades of all related appliance software; collaboration with IBM Netezza support.   Requirements:4-5+ years of experience in NetezzaExtensive experience with different backup/restore and disaster recovery solutions.Must have Netezza Hardware and Network component knowledge.Develop and define administrative and operational standard practices using Netezza utilities (Groom, Distribution, statistics, Zone Maps).Solid experience in Netezza system configuration and setup with its utilities and tool sets.Strong knowledge and experience with computer hardware including Servers, Network, SAN technologies, I/O subsystems. For immediate consideration, please send updated MS Word resume to John.Pearce@principlesolutions.com  Related Terms: Netezza, database, SQL, data mart, Linux, application, development ",,http://jobview.monster.com/netezza-database-administrator-job-cincinnati-oh-us-177026909.aspx?mescoid=1500130001001&jobPosition=17,,,358a30d954cf9d3eaaf9d2156d05f46b,OH
12357,United States of America,US,,No,jobs.monster.com,business analyst ii(peoplesoft hr modules) job in cincinnati,business analyst ii(peoplesoft hr modules) job in cincinnati,Full Time Employee,"Cincinnati, OH",Sales/Retail/Business Development,http://jobview.monster.com/business-analyst-ii-peoplesoft-hr-modules-job-cincinnati-oh-us-176938035.aspx?mescoid=1300087001001&jobPosition=5,,Sales/Retail/Business Development,ca38489f533311414b77ac4f9cd45193,OH
12415,United States of America,US,,No,jobs.monster.com,teva pharmaceuticals job application for it business analyst iii,teva pharmaceuticals job application for it business analyst iii,"Full Time, Employee","Address Cincinnati, OH 45201",Manufacturing - Other,http://jobview.monster.com/it-business-analyst-iii-ics-site-lead-job-cincinnati-oh-us-177042767.aspx?mescoid=1500123001001&jobPosition=20,,,feda67301169d508c4a9996b401ac9b0,OH
12431,United States of America,US,,No,jobs.monster.com,business intelligence analyst job in cincinnati,business intelligence analyst job in cincinnati,Full Time Employee,"Cincinnati, OH 45242",Technology,http://jobview.monster.com/business-intelligence-analyst-job-cincinnati-oh-us-176193540.aspx?mescoid=1500144001001&jobPosition=6,"80,000.00 - 90,000.00 $ /year",IT/Software Development,cdaad1bb1ba19007a14ce37e22ddc6c4,OH
12441,United States of America,US,,No,jobs.monster.com,lead database administrator job in cincinnati,lead database administrator job in cincinnati,Full Time Employee,"Cincinnati, OH",Waste ManagementComputer/IT Services,http://jobview.monster.com/lead-database-administrator-job-cincinnati-oh-us-175494519.aspx?mescoid=1500130001001&jobPosition=11,40.00 - 60.00 $ /hour,Database Development/Administration,e5c95ba7348476a7921ee018694e14a4,OH
12569,United States of America,US,,No,jobs.monster.com,business analyst/project manager job in montgomery,business analyst/project manager job in montgomery,Full Time,"Montgomery, AL",Computer Software,http://jobview.monster.com/Business-Analyst-Project-Manager-Job-Montgomery-AL-US-165256549.aspx?mescoid=1300087001001&jobPosition=13,,Experienced (Non-Manager),7a289ebd23133d03f6420260d5b6cf45,AL
12650,United States of America,US,,No,jobs.monster.com,software engineer in test - matlab math and data analytics job in natick,software engineer in test - matlab math and data analytics job in natick,Full Time,"Natick, MA",Education,http://jobview.monster.com/Software-Engineer-in-Test-MATLAB-Math-Data-Analytics-Job-Natick-MA-US-165370653.aspx?mescoid=1700192001001&jobPosition=12,,Experienced (Non-Manager),04b618d3723f6f3c34552c55c5c21b15,MA
12764,United States of America,US,,No,jobs.monster.com,analytics specialist job in white plains,analytics specialist job in white plains,Full Time Employee,"White Plains, NY",Other/Not Classified,http://jobview.monster.com/Analytics-Specialist-Job-White-Plains-NY-US-165720186.aspx?mescoid=9901112000004&jobPosition=19,,Project/Program Management,b2e8ef059ecaf283f93621980e394825,NY
12769,United States of America,US,,No,jobs.monster.com,business analysts ii job in jacksonville,business analysts ii job in jacksonville,Full Time,"Jacksonville, FL 32099",Manufacturing - Other,http://jobview.monster.com/Business-Analysts-II-Job-Jacksonville-FL-US-165420168.aspx?mescoid=1300087001001&jobPosition=10,,Experienced (Non-Manager),9f4f1bd25c81166f308089b2fa3c2ad5,FL
12914,United States of America,US,,No,jobs.monster.com,principal statistical analyst job in dover,principal statistical analyst job in dover,Full Time,"Dover, NH 03820",,http://jobview.monster.com/Principal-Statistical-Analyst-Job-Dover-NH-US-165182458.aspx?mescoid=1500152001001&jobPosition=1,,,58039b2b872a4e3ab7714c436cfb7cc3,NH
13000,United States of America,US,,No,jobs.monster.com,technical agile business analyst job in port washington,technical agile business analyst job in port washington,"Full Time, Employee","Port Washington, NY 11050",Other/Not Classified,http://jobview.monster.com/Technical-Agile-Business-Analyst-Job-Port-Washington-NY-US-164800998.aspx?mescoid=1500144001001&jobPosition=20,,Project/Program Management,b3890336e786d42ee9cb44051a89d0ab,NY
13121,United States of America,US,,No,jobs.monster.com,data analytics program manager job in chester,data analytics program manager job in chester,Full Time,"Chester, VA 23836",,http://jobview.monster.com/Data-Analytics-Program-Manager-Job-Chester-VA-US-165909920.aspx?mescoid=1100011001001&jobPosition=4,,,abe77cab159b4840587a054bce2f16ca,VA
13202,United States of America,US,,No,jobs.monster.com,business analyst,business analyst,Full Time,"West Aliquippa, PA 15001",Financial Services,http://jobview.monster.com/Business-Analyst-Originations-Title-Close-Job-WEST-ALIQUIPPA-PA-US-165860069.aspx?mescoid=1300087001001&jobPosition=6,,Experienced (Non-Manager),dff06919aa9b0a5859035c2656cdd564,PA
13529,United States of America,US,,No,jobs.monster.com,business analyst i - restaurant systems job in syracuse,business analyst i - restaurant systems job in syracuse,,"Syracuse, NY 13203",,http://jobview.monster.com/Business-Analyst-I-Restaurant-Systems-Job-Syracuse-NY-US-164797047.aspx?mescoid=1300087001001&jobPosition=18,,,9772b1668920112586d23355aa205b2b,NY
13585,United States of America,US,,No,jobs.monster.com,data analyst job in charlottesville,data analyst job in charlottesville,Full Time,"Charlottesville, VA 22901",Management Consulting Services,http://jobview.monster.com/Data-Analyst-Job-Charlottesville-VA-US-165636309.aspx?mescoid=1300087001001&jobPosition=20,"0.00 - 42,500.00 $ /year",Entry Level,038ea35ede6c9aafc778a4a2c03bfde5,VA
13595,United States of America,US,,No,jobs.monster.com,project manager/business analyst job in las vegas,project manager/business analyst job in las vegas,Full Time,"Las Vegas, NV 89128",Energy and Utilities,http://jobview.monster.com/Project-Manager-Business-Analyst-Job-Las-Vegas-NV-US-165427011.aspx?mescoid=1300087001001&jobPosition=13,,,c59dc72225eb32bbf24d741d60dd75ab,NV
13653,United States of America,US,,No,jobs.monster.com,senior business analyst () job in little rock,senior business analyst () job in little rock,Full Time Employee,"Little Rock, AR",Management Consulting Services,http://jobview.monster.com/Senior-Business-Analyst-712-Job-Little-Rock-AR-US-165300457.aspx?mescoid=1300087001001&jobPosition=10,,Project/Program Management,c989786565d5449564036ee9bcccb7fa,AR
13721,United States of America,US,,No,jobs.monster.com,quality engineer - audits/processes/data analysis job in ontario,quality engineer - audits/processes/data analysis job in ontario,Full Time Temporary/Contract/Project,"Ontario, CA 91762",,http://jobview.monster.com/Quality-Engineer-Audits-Processes-Data-Analysis-Job-Ontario-CA-US-165708049.aspx?mescoid=1700192001001&jobPosition=14,20.00 - 27.00 $ /hour,,b05997323839e758061b1dfb6e9ccfe9,CA
13802,United States of America,US,,No,jobs.monster.com,sas/statistician/remote,sas/statistician/remote,"Full Time, Employee","Warren, NJ 07059",Biotechnology/Pharmaceuticals,http://jobview.monster.com/SAS-Statistician-remote-Outcome-Research-Clinical-Data-Manager-Clinical-study-Manager-Job-Warren-NJ-US-165877829.aspx?mescoid=1500154001001&jobPosition=19,,Biotech/R&D/Science,c9e6d21906bd8003da4350041848fdbf,NJ
13875,United States of America,US,,No,jobs.monster.com,biostatistician job in westwood,biostatistician job in westwood,Full Time,"Westwood, NJ 07677",Staffing/Employment Agencies,http://jobview.monster.com/Biostatistician-Job-Westwood-NJ-US-165851919.aspx?mescoid=1500153001001&jobPosition=9,,,d00ef287dcabffa963e905e1636e54ca,NJ
13878,United States of America,US,,No,jobs.monster.com,qa engineer w/ strong sql/big data/etl/elite firm job in new york,qa engineer w/ strong sql/big data/etl/elite firm job in new york,"Full Time, Employee","New York, NY 10036",Other/Not Classified,http://jobview.monster.com/QA-Engineer-w-Strong-SQL-Big-Data-ETL-Elite-Firm-Job-New-York-NY-US-165644508.aspx?mescoid=1700192001001&jobPosition=10,,Experienced (Non-Manager),157bb63f2da36cf967b02061413d9031,NY
13884,United States of America,US,,No,jobs.monster.com,business analyst job in doylestown,business analyst job in doylestown,Full Time,"Doylestown, PA 18901",Biotechnology/Pharmaceuticals,http://jobview.monster.com/Business-Analyst-Job-Doylestown-PA-US-163856809.aspx?mescoid=1300087001001&jobPosition=9,"42,000.00 - 58,000.00 $ /yearSalary commensurate with experience; share options possible for candidates with significant experience",Entry Level,9154c072e0a53b2f3ba70f5e3b278653,PA
13962,United States of America,US,,No,jobs.monster.com,principal statistician job in west chester,principal statistician job in west chester,Full Time,"West Chester, PA 19380",Manufacturing - Other,http://jobview.monster.com/Principal-Statistician-Job-West-Chester-PA-US-165918141.aspx?mescoid=1500152001001&jobPosition=4,,Manager (Manager/Supervisor of Staff),9d5568b5e5200ce7d74486ce0abd45df,PA
14063,United States of America,US,,No,jobs.monster.com,statistical programmer job in fairfield,statistical programmer job in fairfield,Full Time,"Fairfield, OH 45014",Biotechnology/Pharmaceuticals,http://jobview.monster.com/Statistical-Programmer-Job-Fairfield-OH-US-154430920.aspx?mescoid=1500127001001&jobPosition=18,,Experienced (Non-Manager),a0f9de2008b4d8c0220af1a8a5f780f5,OH
14115,United States of America,US,,No,jobs.monster.com,laboratory - analytical services manager job in boulder,laboratory - analytical services manager job in boulder,Full Time,"Boulder, CO 80301",Biotechnology/Pharmaceuticals,http://jobview.monster.com/Laboratory-Analytical-Services-Manager-Job-Boulder-CO-US-164486579.aspx?mescoid=1100055001001&jobPosition=2,"60,000.00 - 80,000.00 $ /year",Manager (Manager/Supervisor of Staff),97f3d882aeb21bc1b954be8e123164ff,CO
14205,United States of America,US,,No,jobs.monster.com,it business analyst job in cincinnati,it business analyst job in cincinnati,Full Time,"Cincinnati, OH 45217",Transport and Storage - Materials,http://jobview.monster.com/it-business-analyst-job-cincinnati-oh-us-167220614.aspx?mescoid=1500123001001&jobPosition=16,,,b4861f02dced1d65c5bb5098f9d7001a,OH
14521,United States of America,US,,No,jobs.monster.com,data analyst job in fort wayne,data analyst job in fort wayne,Full Time,"Fort Wayne, IN 46825",Agriculture/Forestry/Fishing,http://jobview.monster.com/data-analyst-job-fort-wayne-in-us-167590508.aspx?mescoid=1300087001001&jobPosition=8,"38,000.00 - 46,000.00 $ /year",Entry Level,02da2553ae6fdee22acef06ff0636c8c,IN
14756,United States of America,US,,No,jobs.monster.com,biostatistician job in fairfax,biostatistician job in fairfax,Full Time,"Fairfax, VA 22033",Computer Software,http://jobview.monster.com/Biostatistician-Job-Fairfax-VA-US-166569172.aspx?mescoid=1500153001001&jobPosition=2,,Entry Level,a0966dc1c6f5796c8210e74ef74c7046,VA
14761,United States of America,US,,No,jobs.monster.com,bioanalytical scientist job in north chicago,bioanalytical scientist job in north chicago,Full Time,"North Chicago, IL 60064",Manufacturing - Other,http://jobview.monster.com/Bioanalytical-Scientist-Job-North-Chicago-IL-US-167298797.aspx?mescoid=1900267001001&jobPosition=6,,,4693cbc5cea16ae29e3744e8429b7d69,IL
15727,United States of America,US,,No,jobs.monster.com,oracle database administrator job in boston,oracle database administrator job in boston,Full Time Temporary/Contract/Project,"Boston, MA",BankingComputer/IT Services,http://jobview.monster.com/oracle-database-administrator-job-boston-ma-us-169465817.aspx?mescoid=1500130001001&jobPosition=9,,IT/Software Development,d7909df3122a1d6af8896f30889b105d,MA
15840,United States of America,US,,No,jobs.monster.com,business analyst - client reporting job in boston,business analyst - client reporting job in boston,Full Time Employee,"Boston, MA",Technology,http://jobview.monster.com/business-analyst-client-reporting-job-boston-ma-us-169444636.aspx?mescoid=1300087001001&jobPosition=12,,Experienced (Non-Manager),c8d2df540f1d004bb416da7d7bd25cbc,MA
15849,United States of America,US,,No,jobs.monster.com,business analyst/ project manager job in boston,business analyst/ project manager job in boston,Full Time Temporary/Contract/Project,"Boston, MA",Computer SoftwareComputer/IT Services,http://jobview.monster.com/business-analyst-project-manager-job-boston-ma-us-169374777.aspx?mescoid=1300087001001&jobPosition=5,,IT/Software Development,aa8257335ef8b24b02e601f3b54fd3ca,MA
16065,United States of America,US,,No,jobs.monster.com,business analyst job in cincinnati,business analyst job in cincinnati,Full Time,"Cincinnati, OH 45201",,http://jobview.monster.com/business-analyst-job-cincinnati-oh-us-171794318.aspx?mescoid=1300087001001&jobPosition=11,,,5e7d3b22b43b8781d2e2003cb652f5f1,OH
16108,United States of America,US,,No,jobs.monster.com,data specialist job in cincinnati,data specialist job in cincinnati,,"Cincinnati, OH",,http://jobview.monster.com/data-specialist-job-cincinnati-oh-us-171611277.aspx?mescoid=4300761001001&jobPosition=5,,,e44ce4d240300e5c991c5eda385f960a,OH
16182,United States of America,US,,No,jobs.monster.com,data analyst job in wayzata,data analyst job in wayzata,"Full Time, Employee","Wayzata, MN",Financial Services,http://jobview.monster.com/data-analyst-job-wayzata-mn-us-171867831.aspx?mescoid=1300087001001&jobPosition=16,,Accounting/Finance/Insurance,45f9e2c12e58f32dbcbddd1e37c308c6,MN
16217,United States of America,US,,No,jobs.monster.com,data analyst job in wayzata,data analyst job in wayzata,"Full Time, Employee","Wayzata, MN",Financial Services,http://jobview.monster.com/data-analyst-job-wayzata-mn-us-171867831.aspx?mescoid=1300087001001&jobPosition=1,,Accounting/Finance/Insurance,cca4a3dbd4414791d71984ebd8893d03,MN
16223,United States of America,US,,No,jobs.monster.com,senior data analyst job in el dorado hills,senior data analyst job in el dorado hills,Full Time Employee,"Finance Senior Data Analyst El Segundo Job Requisition Number 7881BR Locations where job may be based El Dorado Hills, El Segundo, San Francisco, Woodland Hills Work Schedule Full Time Employment Type Regular Term Employee There's never been a better time to join Blue Shield! Looking for a chance to do meaningful work that touches millions? Come join the hardest working, nonprofit health plan in California and help us shape the future of health care. Blue Shield of California is focused on transforming health care by making it more accessible, affordable and customer-centric. Being a mission-driven organization means we do much more than serve our 3.5 million members: we were the first health plan in the nation to limit our annual net income to 2 percent of revenue and return the difference to our customers and the community, and since 2005 we have contributed more than $325 million to the Blue Shield of California Foundation to improve community health and end domestic violence. We also believe that a healthier California begins with our employees, so we provide them with resources to develop and maintain a healthy lifestyle through our award-winning wellness program, Wellvolution. We're hiring smart thinkers and doers who want to work for a leader and innovator in the challenging, ever-changing healthcare space. Come and help us make health care better for everyone. Job Details Commercial Risk Adjustment is new to the industry (outside of Medicare Advantage), and will require deep and significant analysis, and data-mining, to help identify when a diagnosis is missing from a claims/encounter submission. This position will need to work closely with a multitude of departments, and be able to rapidly understand & navigate new situations and create solutions on the go.In order to create an effective team, nearly every single individual on the team needs to be extraordinarily strong in their technical background, and have the ability to learn quickly. In particular, the analyst needs to be able to lead and develop new programs and new processes while simultaneously being able to develop analytical tools to support these new programs.Senior Data Analysts need to be able to take charge and lead in situations where there is little guidance available, and still have the communication skills to be able to articulate complex concepts to individuals lacking in a technical background. At the same time, their technical ability needs to be extraordinary strong as they will be working with IT to help trouble shoot any IT build-out to support these programs.Responsibilities:•    Constructing analytics to support marketing positions and new business activities.•    Becoming knowledgeable of healthcare-related governmental regulations, procedures, and requirements. •    Other responsibilities as assigned. Job Required Education/Experience Education/Requirements:•    Requires minimum of a bachelor’s degree in a technical or quantitative field (GPA: 3.0+) or equivalent combination of experience and education.•    Excellent interpersonal, verbal and written communication and presentation skills. Leadership positions, public-speaking experience preferred.•    Programming knowledge & experience.•    SQL knowledge required.•    Independent problem solver, proactive, able to multitask.•    Patience for working on large scale problems.•    Basic proficiency with MS Office assumed (including Excel, Access, Word, PowerPoint, and Visio).•    Preferred experience:o    Medicare or Commercial Risk Adjustment Experience.o    SAS programming knowledge preferred.o    VBA programming knowledge preferred.o    Finance experience, including revenue and expense accounting.o    Healthcare Enrollment and Claims processing experience.o    Other healthcare experience, especially technical experience. . Blue Shield of California is committed to remaining a drug-free work place. All positions require a pre-employment background investigation and drug screen. Blue Shield of California is an Equal Opportunity Employer - EEO/MF/disabled/veteran. Sourcer #LI-AT1",Healthcare Services,http://jobview.monster.com/senior-data-analyst-job-el-dorado-hills-ca-us-171861531.aspx?mescoid=1300087001001&jobPosition=3,,Accounting/Finance/Insurance,e7a18e2e7f1bc5b1a5f0d1bda30d1316,MS
16344,United States of America,US,,No,jobs.monster.com,data analyst job in dallas,data analyst job in dallas,"Full Time , Employee","Dallas, TX",Accounting and Auditing Services,http://jobview.monster.com/data-analyst-job-dallas-tx-us-171838567.aspx?mescoid=1300087001001&jobPosition=5,,Experienced (Non-Manager),d516c5972729c7a0d7a6f32e07f93d76,TX
16352,United States of America,US,,No,jobs.monster.com,director audit data analytics job in omaha,director audit data analytics job in omaha,Full Time Employee,"Omaha, NE",Other/Not Classified,http://jobview.monster.com/director-audit-data-analytics-job-omaha-ne-us-171788572.aspx?mescoid=1100011001001&jobPosition=5,,Experienced (Non-Manager),d18681e11282d84c7b56a74bb28daa22,NE
16460,United States of America,US,,No,jobs.monster.com,business analyst lead job in columbus,business analyst lead job in columbus,"Full Time, Employee","Columbus, OH",Technology,http://jobview.monster.com/business-analyst-lead-job-columbus-oh-us-171810628.aspx?mescoid=1300087001001&jobPosition=17,,IT/Software Development,57e81fc2710ec6ce7a26d1e898d55755,OH
16540,United States of America,US,,No,jobs.monster.com,db database admin job in columbus,db database admin job in columbus,"Full Time, Employee","Columbus, OH",Technology,http://jobview.monster.com/db2-database-admin-job-columbus-oh-us-171867768.aspx?mescoid=1500130001001&jobPosition=2,,IT/Software Development,f878a172bf0877cb0ab06a08eeeef903,OH
16561,United States of America,US,,No,jobs.monster.com,data analyst job in dallas,data analyst job in dallas,"Full Time , Employee","Dallas, TX",Accounting and Auditing Services,http://jobview.monster.com/data-analyst-job-dallas-tx-us-171838567.aspx?mescoid=1300087001001&jobPosition=12,,Experienced (Non-Manager),255a9e5cf06f325b80224924c489895a,TX
16611,United States of America,US,,No,jobs.monster.com,digital product manager - data analytics job in dallas,digital product manager - data analytics job in dallas,Full Time Employee,"Dallas, TX 75235",Computer SoftwareBusiness Services - OtherComputer/IT Services,http://jobview.monster.com/digital-product-manager-data-analytics-job-dallas-tx-us-171809525.aspx?mescoid=1100011001001&jobPosition=1,"95,000.00 - 105,000.00 $ /year",Marketing/Product,f3c578077f9aec8ad1c39e8e6c4f1248,TX
16674,United States of America,US,,No,jobs.monster.com,principal system engineer (big data) job in plano,principal system engineer (big data) job in plano,,"Plano, TX",,http://jobview.monster.com/principal-system-engineer-big-data-job-plano-tx-us-171528509.aspx?mescoid=1500127001001&jobPosition=5,,,a9a8125546af927d20ee75041b8ab204,TX
16776,United States of America,US,,No,jobs.monster.com,"atr international job application for business analyst w/ payment messaging experience & swift” | monster.com var mons_log_vars = {""jobid"":","atr international job application for business analyst w/ payment messaging experience & swift” | monster.com var mons_log_vars = {""jobid"":","Full Time, Temporary/Contract/Project","ATR International, Inc. is an IT staffing leader and places a wide range of technical professionals at many of the most innovative companies. We are currently recruiting for the following position for one of our clients. If this position is not a fit for you, click here to send us your resume and our recruiters will find one that is. Position Information: Position title: “Business Analyst w/ payment messaging experience & SWIFT”  Location: San Leandro, CA Job Duration: TBD Compensation: DEO Contact Information:  Kathy Van: KathyV@atr1.comJob Description:Acts as liaison between client area, technical organization, and other affected areas by planning, conducting, and directing the analysis of highly complex business problems to be solved through strategic eCommerce-based solutions (e.g., Intranet and Internet). Responsible for producing business requirements. Functions as project manager for the largest and most complex projects. Develops project plans and schedules, including budgets.  May act as an internal consultant within technology and business groups by evaluating current processes and recommending new e-commerce solutions that reduce costs or extend current capabilities. Tools used to evaluate current processes may be industry tools or self-developed.   May lead external consortia groups and partnerships.  Works directly with senior management of all organizational areas, and is considered the highest-level functioning expert.To be considered for this position, please click the ""Apply Now"" button.Visit our website at www.atrinternational.com for an up-to-date listing of opportunities.  ",,http://jobview.monster.com/business-analyst-w-payment-messaging-experience-swift%E2%80%9D-job-san-leandro-ca-us-172828527.aspx?mescoid=1300087001001&jobPosition=9,,,1728fbc1c87e09497cafa71628e0edd5,CA
16779,United States of America,US,,No,jobs.monster.com,data analyst iii job in cincinnati,data analyst iii job in cincinnati,"Full Time, Employee","Cincinnati, OH 45242",Technology,http://jobview.monster.com/data-analyst-iii-job-cincinnati-oh-us-172803012.aspx?mescoid=1300087001001&jobPosition=20,,IT/Software Development,41560fd190e57c9106c74ba8daec3933,OH
16786,United States of America,US,,No,jobs.monster.com,metadata analyst job in minneapolis,metadata analyst job in minneapolis,Full Time Employee,"Minneapolis, MN",Technology,http://jobview.monster.com/metadata-analyst-job-minneapolis-mn-us-172854586.aspx?mescoid=1500148001001&jobPosition=5,,Experienced (Non-Manager),c0fe75b4033a9b6876b15c805e020517,MN
16892,United States of America,US,,No,jobs.monster.com,business intelligence developer job in de pere,business intelligence developer job in de pere,Full Time Employee,"De Pere, WI",Technology,http://jobview.monster.com/business-intelligence-developer-job-de-pere-wi-us-172854277.aspx?mescoid=1500127001001&jobPosition=20,,Experienced (Non-Manager),6ff9f9099f1871a74d7196cee40de526,WI
16932,United States of America,US,,No,jobs.monster.com,senior director advertising analytics job in new york,senior director advertising analytics job in new york,,"New York, NY",,http://jobview.monster.com/senior-director-advertising-analytics-job-new-york-ny-us-169827012.aspx?mescoid=1100005001001&jobPosition=8,,,da9ec844883af4afdbe89c3bc625bbaa,NY
17071,United States of America,US,,No,jobs.monster.com,data analyst( business data analyst) with mortgage exp. job in dallas,data analyst( business data analyst) with mortgage exp. job in dallas,Full Time,"Dallas, TX 75201",Technology,http://jobview.monster.com/Data-Analyst-Business-Data-Analyst-With-Mortgage-exp-Job-Dallas-TX-US-163783803.aspx?mescoid=1300087001001&jobPosition=18,,,c991484d6d77fc0e39b3ebd0cbac6091,TX
17098,United States of America,US,,No,jobs.monster.com,business analyst job in dallas,business analyst job in dallas,Full Time Employee,"Dallas, TX",Technology,http://jobview.monster.com/Business-Analyst-Job-Dallas-TX-US-165327934.aspx?mescoid=1300087001001&jobPosition=4,,Experienced (Non-Manager),bd3ffd139719ac74e1e0575978086e4a,TX
17157,United States of America,US,,No,jobs.monster.com,business analyst (sap/ scm/ fico) job in dallas,business analyst (sap/ scm/ fico) job in dallas,Full Time,"Dallas, TX",,http://jobview.monster.com/Business-Analyst-Sap-SCM-FICO-Job-Dallas-TX-US-165168552.aspx?mescoid=1300087001001&jobPosition=5,,,a371d4f20755d97320a55113cec72db6,TX
17242,United States of America,US,,No,jobs.monster.com,part time spanish analytic linguist - dallas job in dallas,part time spanish analytic linguist - dallas job in dallas,Part Time,"Dallas, TX",Government and Military,http://jobview.monster.com/Part-Time-Spanish-Analytic-Linguist-Dallas-Job-Dallas-TX-US-164850425.aspx?mescoid=1900287001001&jobPosition=12,,Entry Level,6c1248defadb480c0ce31bbdd441ccb7,TX
17310,United States of America,US,,No,jobs.monster.com,data scientist job in dallas,data scientist job in dallas,Full Time Employee,"Dallas, TX",Technology,http://jobview.monster.com/Data-Scientist-Job-Dallas-TX-US-164201876.aspx?mescoid=1500152001001&jobPosition=20,,Experienced (Non-Manager),96e229a2d0e9ab24967f05c43d29f917,TX
17313,United States of America,US,,No,jobs.monster.com,data analyst job in dallas,data analyst job in dallas,"Full Time , Employee","Dallas, TX 75201",Other/Not Classified,http://jobview.monster.com/Data-Analyst-Job-Dallas-TX-US-164644217.aspx?mescoid=1300087001001&jobPosition=6,"90,000.00 - 95,000.00 $ /year",Experienced (Non-Manager),560d71b20613d74edae5b57353a1b384,TX
17359,United States of America,US,,No,jobs.monster.com,business analyst,business analyst,Full Time,"Dallas, TX 75201",Other/Not Classified,http://jobview.monster.com/Business-Analyst-with-Airline-Experience-16-00124-Job-Dallas-TX-US-165189488.aspx?mescoid=1300087001001&jobPosition=8,,Experienced (Non-Manager),0202e6e785feeceeb53aa215cdd6995f,TX
17429,United States of America,US,,No,jobs.monster.com,business analyst - iam-sailpoint,business analyst - iam-sailpoint,,"Dallas, TX 75201",Management Consulting Services,http://jobview.monster.com/Business-Analyst-IAM-SailPoint-Job-Dallas-TX-US-164914546.aspx?mescoid=1300087001001&jobPosition=17,,IT/Software Development,5f7d648b913859875f6d712921eaf4b4,TX
17536,United States of America,US,,No,jobs.monster.com,lead data analyst job in dallas,lead data analyst job in dallas,"Full Time, Temporary/Contract/Project","Dallas, TX 75226",Manager (Manager/Supervisor of Staff),http://jobview.monster.com/Lead-Data-Analyst-Job-Dallas-TX-US-164968903.aspx?mescoid=1300087001001&jobPosition=8,16.00 - 16.00 $ /hour,Manager (Manager/Supervisor of Staff),66bf3c0815fa93537cda38d147552f1a,TX
17549,United States of America,US,,No,jobs.monster.com,enrollment data analyst job in irving,enrollment data analyst job in irving,Full Time Employee,"Irving, TX 75039",Healthcare ServicesMedical Devices and Supplies,http://jobview.monster.com/Enrollment-Data-Analyst-Job-Irving-TX-US-165299899.aspx?mescoid=1300087001001&jobPosition=14,22.66 - 22.66 $ /hour,,ec0a5fc9f3c46947a4165febd137526f,TX
17600,United States of America,US,,No,jobs.monster.com,business analyst with airline domain job in dallas,business analyst with airline domain job in dallas,Full Time,"Dallas, TX 75221",,http://jobview.monster.com/Business-Analyst-with-Airline-Domain-Job-Dallas-TX-US-165306721.aspx?mescoid=1300087001001&jobPosition=16,,,4a467506084d4dafe713914a2451a7d7,TX
17623,United States of America,US,,No,jobs.monster.com,marketing analytics manager job in dallas,marketing analytics manager job in dallas,Full Time,"Dallas, TX",Manager (Manager/Supervisor of Staff),http://jobview.monster.com/Marketing-Analytics-Manager-Job-Dallas-TX-US-163107310.aspx?mescoid=1100007001001&jobPosition=1,Competitive,Manager (Manager/Supervisor of Staff),b95da5c7b46f9521802afb407e1a9d42,TX
17626,United States of America,US,,No,jobs.monster.com,sdlc business analyst job in dallas,sdlc business analyst job in dallas,Full Time Employee,"Dallas, TX",Other/Not Classified,http://jobview.monster.com/SDLC-Business-Analyst-Job-Dallas-TX-US-165222021.aspx?mescoid=1300087001001&jobPosition=13,,IT/Software Development,74a9086d2a06bdf4e7051a102c10e2d6,TX
17642,United States of America,US,,No,jobs.monster.com,qa/qc technician - manufacturing/machining/gd&t and statistical controls job in dallas,qa/qc technician - manufacturing/machining/gd&t and statistical controls job in dallas,Full Time Temporary/Contract/Project,"Dallas, TX 75207",,http://jobview.monster.com/QA-QC-Technician-Manufacturing-Machining-GD-T-Statistical-Controls-Job-Dallas-TX-US-165098891.aspx?mescoid=1900306001001&jobPosition=4,26.00 - 30.06 $ /hour,,2899637f52f78b2c05bad5f19af8b3b9,TX
17671,United States of America,US,,No,jobs.monster.com,business analyst job in dallas,business analyst job in dallas,Full Time,"Dallas, TX 75270",Financial Services,http://jobview.monster.com/Business-Analyst-Job-Dallas-TX-US-163289517.aspx?mescoid=1300087001001&jobPosition=20,,,3c7bca12ae7b4ec716a584c2970ebda9,TX
